paper, book
grass, green
cloud, white
different, other
waist, eat
waist, belt
lame, walk
tooth, bite
innocent, guilty
marriage, wedding
copper, wire
tall, big
spark, fire
evil, bad
evil, sin
rabbit, hare
mix, stir
empty, nothing
lake, pond
lake, water
arrow, bow
autumn, brown
army, soldier
army, war
rope, long
honey, bread
honey, bee
thirsty, dry
dew, wet
dye, tie
quickly, fast
sometimes, often
animal, bird
animal, fish
swim, water
hunger, food
bone, strong
turtle, tortoise
beside, next to
stool, chair
axe, chop
outside, inside
outside, garden
cousin, sister
cousin, brother
tasty, taste
breast, chicken
breast, nipple
anger, red
gather, pull
snow, white
snow, cold
snow, winter
judgment, judge
judgment, law
broad, wide
leaf, tree
leaf, green
desire, want
untruth, truth
pot, kettle
pot, belly
whale, fish
river, stream
third, three
third, second
twins, two
crouch, kneel
crouch, bend
flesh, skin
saucer, cup
saucer, bowl
saucer, plate
bush, garden
burn, hot
burn, red
chicken, breast
courage, heart
wave, ocean
rude, bad
wave, ocean
sacrifice, give
wet, water
fetch, bring
closed, shut
wet, soft
happiness, joy
nose, nostril
dirty, dust
bite, chew
bite, eat
tobacco, cigarette
roof, top
roof, house
store, shop
urine, piss
fever, sick
fever, hot
bark, tree
sew, thread
meat, meet
fog, grey
knee, leg
knee, foot
immediately, hurry
stone, rock
stone, throw
our, we
exchange, trade
sunny, bright
pray, worship
hammer, pound
boss, head
crime, punishment
fool, stupid
immediately, fast
immediately, now
immediately, soon
earn, money
flame, fire
voice, song
loud, big
darkness, black
noble, heavy
fry, egg
twist, turn
twist, shout
twist, open
branch, tree
my, i
my, me
pumpkin, gourd
guard, protect
command, tell
command, king
cow, pig
row, water
row, oar
dark, night
pig, tail
soul, god
kiss, mouth
kiss, love
donkey, mule
someone, person
nothing, empty
shake, roll
climb, mountain
yellow, gold
lift, pick up
sibling, brother
sibling, sister
sibling, mother
bug, insect
forest, tree
bread, wheat
pasture, fence
demon, spirit
glove, hand
insect, bug
kiss, love
smell, rotten
magic, magician
mountain, top
mill, flour
wealth, money
donate, give
winter, summer
winter, storm
swallow, throat
smart, fast
skin, flesh
skin, color
swallow, drink
swallow, throat
swallow, eat
bake, make
beak, nose
oak, tree
wire, steel
wire, copper
aunt, uncle
belt, dress
vehicle, train
color, red
visible, see
sky, blue
sky, high
slap, hit
hut, house
wool, sheep
shout, loud
daughter, son
stove, food
stove, fire
debt, owe
deliver, give
fruit, apple
fruit, sweet
snore, sleep
weather, storm
bow, arrow
plate, spoon
plate, bowl
embrace, love
bruise, blue
circle, round
guest, friend
soup, food
ankle, leg
ankle, foot
speech, talk
narrow, squeeze
narrow, tight
narrow, small
powerful, strong
oven, stove
oven, bake
horizontal, straight
stab, kill
tide, ocean
lend, borrow
lend, give
crowd, people
dust, dirt
dust, dry
tide, ocean
lend, borrow
salt, ocean
lend, borrow
lend, give
glue, connect
secret, whisper
ear, nose
ear, hear
ear, nose
ear, hear
ear, listen
divorce, separate
healthy, happy
hunt, gather
hunt, deer
ear, eye
ear, head
flesh, meat
sew, repair
ache, pain
ear, nose
cart, wheel
ear, hear
ear, listen
zero, nothing
stove, oven
stove, fire
moon, sun
exchange, trade
guard, protect
copper, wire
female, woman
wedding, marriage
feather, bird
feather, pen
star, sun
mouth, skin
battle, war
battle, fight
powerful, strong
dark, black
dark, night
length, long
length, distance
squeeze, push
silver, gold
sibling, brother
sibling, sister
sibling, family
stone, throw
stone, rock
wealth, rich
comb, brush
thick, dense
mouse, cheese
mouse, cat
belt, leather
cousin, family
cousin, aunt
breathe, breath
wool, sheep
wool, cloth
glove, hand
cease, die
borrow, lend
cast, throw
mule, donkey
wrist, hand
knife, cut
daughter, girl
border, edge
weight, heavy
vehicle, car
knot, tie
thirsty, drink
bowl, cup
bowl, saucer
bowl, plate
slip, fall
fault, mistake
fault, blame
soldier, army
rope, snake
elbow, pain
steep, slope
ant, insect
ant, termite
sheep, lamb
breakfast, food
dawn, morning
tool, screwdriver
burn, fire
height, tall
height, mountain
shout, sing
sharp, cold
sharp, cut
slice, piece
felt, cloth
sin, evil
soup, hot
soup, food
proud, happy
proud, boast
murder, kill
murder, extinguish
breath, air
carpenter, wood
tall, height
fog, cloud
nothing, zero
nothing, empty
apple, fruit
gate, door
season, summer
season, time
season, weather
sack, bag
refuse, deny
donkey, mule
donkey, horse
shirt, clothes
shirt, dress
mold, cast
strength, strong
ocean, sea
honey, sweet
chicken, breast
saucer, cup
solid, hard
solid, strong
silence, quiet
ankle, bone
noble, good
spine, back
mountain, top
mountain, climb
mountain, side
knee, elbow
deny, no
stream, river
stream, water
dough, bread
row, fight
storm, snow
storm, weather
gold, money
sweet, tasty
remain, remains
sky, heaven
dish, plate
twice, again
swell, sore
cry, water
suspect, doubt
earn, money
earn, get
pasture, field
our, my
scratch, itch
path, road
oven, stove
guilty, innocent
beg, borrow
smart, clever
boot, shoe
boot, foot
winter, snow
winter, cold
beverage, drink
lamb, sheep
gentle, soft
snow, cold
punishment, court
snore, sleep
mix, stir
wise, old
clothes, shirt
towel, rag
towel, wipe
swear, promise
wound, pain
penalty, punishment
drum, fish
male, man
sugar, sweet
mud, dirt
mud, wet
that, this
that, there
destroy, crush
drag, pull
me, my
ice, cold
nest, bird
smile, happy
anger, red
seize, take
blame, fault
weather, storm
weather, sun
shallow, deep
judgment, court
finger, hand
finger, thumb
grain, wheat
bull, cow
grey, black
grey, fog
lift, pick up
meal, food
beak, nose
pot, belly
forest, bush
plate, dish
penis, vagina
coin, money
quarrel, fight
darkness, black
cloud, white
cloud, sky
insect, bug
insect, bee
store, shop
song, music
song, sing
beside, next to
beside, near
chew, eat
wrap, tie
wrap, cover
thought, idea
shake, master
fix, repair
closed, shut
defend, attack
fruit, apple
fruit, sweet
quickly, fast
outside, inside
sea, ocean
toe, foot
toe, leg
aunt, uncle
aunt, mother
aunt, father
shoulder, elbow
shoulder, arm
shoulder, body
climb, mountain
root, tree
accompany, go
speech, peach
flame, fire
snail, shell
fold, spindle
soul, spirit
saw, cut
third, second
lazy, sloth
roof, top
roof, house
axe, saw
twins, two
voice, sing
voice, speak
clever, smart
iron, steel
deity, gold
blanket, wool
pursue, follow
pig, animal
dig, pig
color, red
repair, fix
former, before
lake, pond
lake, water
nose, nostril
bark, tree
frog, green
nose, nostril
disease, cure
swim, water
swim, splash
river, flow
river, water
rice, grain
hut, house
wheel, round
dew, wet
stretch, long
stretch, pull
uncle, old
mirror, glass
pillow, soft
banana, yellow
stingy, greedy
canoe, raft
pond, lake
uncle, brother
uncle, aunt
banana, yellow
wheat, field
wheat, barley
wheat, grass
wheat, bread
split, divorce
wheat, grain
marriage, wedding
distance, length
happiness, joy
arrive, come
bird, song
hen, rooster
hen, chicken
skirt, trousers
skirt, woman
alone, one
desire, want
breast, child
snore, sleep
bruise, pain
preserve, keep
guest, host
apple, fruit
thirsty, drink
split, broken
moon, sun
grasp, hold
borrow, beg
borrow, lend
winter, snow
thief, black
pasture, field
pasture, grass
cough, sneeze
attack, fight
circle, round
speech, talk
length, long
forgive, forget
smile, happy
dance, jump
grass, weed
guard, protect
mouse, rat
mouse, cheese
butter, cheese
afterwards, soon
stone, rock
deity, god
beam, wood
bitter, sour
daughter, son
wave, ocean
dye, color
nothing, empty
burn, hot
burn, fire
happiness, joy
tail, animal
tail, long
crooked, wrong
beak, nose
bean, kidney
fresh, new
owe, debt
sibling, vomit
leaf, tree
leaf, green
swallow, eat
fever, heat
suddenly, immediately
song, love
song, music
flesh, skin
flesh, meat
flesh, animal
bee, honey
fruit, eat
elbow, hand
elbow, arm
shout, dance
copper, wire
powerful, strong
copper, steel
carpenter, wood
cotton, wool
purple, red
purple, blue
dough, bread
dough, bread
wealth, money
mouth, nose
bend, bow
donkey, horse
dark, black
dark, cloudy
dark, night
beverage, drink
juice, water
gold, silver
breakfast, morning
breakfast, lunch
queen, king
yard, square
flow, water
flow, urine
immediately, now
immediately, soon
ocean, sea
steal, thief
quarrel, fight
meat, food
cure, medicine
cure, disease
beside, near
hunt, deer
sky, blue
refuse, no
thought, idea
bull, cow
spark, fire
thirst, dry
thirst, drink
intention, want
sea, ocean
wet, dry
yolk, egg
dirt, mud
distance, far
distance, near
ant, small
scratch, itchy
forest, field
liquor, wine
iron, steel
darkness, black
darkness, night
tide, ocean
bug, insect
repair, fix
feather, bird
feather, soft
oak, wood
oak, birch
escape, run
plot, land
former, before
float, boat
cart, wheel
cart, horse
kiss, love
sack, bag
saddle, elephant
saucer, cup
saucer, plate
saucer, bowl
frog, water
twist, turn
twist, open
sharp, smart
sharp, fruit
female, woman
insect, bug
mule, donkey
mule, horse
river, water
bark, tree
knife, cut
bite, chew
mule, donkey
dirty, mud
someone, person
boot, shoe
boot, foot
male, man
silver, gold
punishment, crime
ice, cold
ice, snow
servant, slave
silver, gold
silver, coin
sometimes, often
punishment, bad
border, edge
sugar, candy
dish, spoon
dish, plate
mirror, glass
branch, twig
branch, tree
brain, mind
bunch, hair
ankle, foot
barter, exchange
knot, tie
animal, dog
ankle, knee
ankle, leg
bright, white
cow, milk
whisper, secret
kettle, pot
bow, arrow
bow, hair
cousin, friend
donate, give
pursue, follow
cousin, friend
wise, old
chest, heart
vehicle, car
stream, river
peace, world
whistle, dog
evil, bad
judgment, court
conversation, talk
third, three
autumn, fall
store, shop
murder, kill
visible, see
roof, top
roof, house
dream, sleep
roof, dog
sail, mast
hurry, run
deer, road
dig, spade
height, tall
my, me
coin, money
worship, church
worship, sing
swear, curse
narrow, thin
pot, kettle
pot, pipe
mud, dirt
height, tall
strength, power
candy, sweet
candy, sugar
beginning, first
edge, corner
steel, cold
host, guest
above, sky
voice, sing
proud, chest
color, red
ache, pain
boundary, edge
boundary, line
neck, ear
neck, tongue
neck, leg
that, then
rude, bad
hut, tent
lake, summer
steel, iron
lake, water
that, there
that, then
leather, brown
deny, refuse
deny, no
boundary, border
lake, river
lake, water
heaven, god
rotten, fruit
arrow, bow
waist, belt
meal, eat
meal, food
waist, stomach
waist, body
broad, wide
lift, up
soul, person
bull, cow
bend, pipe
oven, bake
gold, silver
gold, rich
gold, money
repair, fix
boot, shoe
hurry, fast
cloth, clothes
hen, chicken
evil, spirit
grey, fog
chest, body
soldier, boy
death, dead
preserve, keep
turtle, swim
winter, cold
sunny, hot
bite, pain
mouse, cat
flow, water
flow, move
row, fight
speech, tongue
saucer, plate
saucer, spoon
government, rule
deer, animal
whale, fish
innocent, guilty
banana, yellow
guest, host
lung, breathe
zero, nothing
immediately, now
immediately, hurry
beverage, drink
flesh, meat
flesh, skin
closed, shut
cough, sneeze
shield, defend
shield, cover
daughter, woman
daughter, young
arrive, come
rich, learn
song, music
bee, insect
ghost, spirit
lend, borrow
squeeze, hold
plain, field
glove, hand
powerful, strong
root, tree
yard, garden
thumb, hand
dense, thick
crowd, people
shout, loud
feather, hay
untruth, truth
storm, weather
blanket, cover
leaf, tree
leaf, green
fever, hot
spine, back
quarrel, arrow
quarrel, fight
murder, crime
destroy, kill
snore, sleep
butterfly, soft
meal, food
meal, eat
path, walk
candy, sweet
hut, thatch
wealth, money
bark, tree
stretch, long
fault, blame
fault, cause
above, sky
button, hook
vehicle, car
vehicle, train
darkness, night
plate, flat
coin, money
flower, flour
forgive, forget
sometimes, always
stomach, full
ice, cold
mountain, hill
mountain, height
mountain, top
dawn, morning
third, second
deny, no
wrist, hand
greedy, stingy
stool, chair
fox, tail
swear, curse
swear, promise
stove, oven
stove, pan
urine, piss
fresh, raw
uncle, aunt
uncle, man
sibling, brother
tide, sea
edge, border
fruit, apple
fruit, flower
pursue, follow
circle, round
breath, air
shake, earthquake
stream, water
dye, color
faithful, true
belt, waist
army, war
autumn, fall
grass, green
grass, weed
nothing, empty
breast, chicken
breast, full
sugar, sweet
cow, milk
sky, blue
deity, god
accompany, help
ocean, sea
dust, dirt
voice, speak
voice, sing
nest, bird
quickly, fast
mouth, open
length, height
length, distance
ache, pain
dish, deep
smart, clever
rope, string
deity, god
pond, lake
rock, stone
judgment, court
battle, war
battle, fight
silence, quiet
silence, calm
silence, peace
healthy, happy
owe, debt
moon, full
thick, head
snail, shell
flame, fire
float, boat
canoe, water
canoe, paddle
pure, clean
distance, length
distance, far
fry, egg
sew, cut
sew, divide
calm, quiet
attack, fight
refuse, no
tall, high
apple, fruit
nut, fruit
beside, next to
beside, near
worship, church
tooth, mouth
thirsty, drink
guard, protect
sweet, sour
sweet, sugar
disease, sick
disease, fever
fifty, thirty
clever, smart
blame, accuse
exchange, barter
grain, rice
grain, wheat
store, shop
mistake, wrong
wet, dry
sew, suit
split, cut
whistle, flute
rescue, help
bone, head
wise, old
frog, green
frog, water
invite, guest
soup, food
climb, fall
kiss, love
ugly, fruit
smooth, flat
slave, servant
wise, clever
bird, dove
wine, beer
noon, sun
earn, money
oak, tree
honey, sweet
someone, who
comb, brush
tongue, lick
joy, happiness
suck, fill
suck, sweet
slip, fall
strength, power
skin, clothes
citizen, person
dig, hole
enemy, fight
citizen, person
dumb, fool
sharp, edge
dew, wet
tongue, mouth
tongue, lick
dig, hole
dig, get
beg, borrow
shirt, tie
bush, grass
bush, tree
cotton, clothes
hunger, food
coat, cold
coat, clothes
dig, hole
female, woman
male, man
coat, cold
cattle, cow
cattle, sheep
insect, cockroach
insect, bug
divorce, fight
cloud, sky
aunt, mother
aunt, uncle
cotton, clothes
toe, finger
toe, foot
fog, grey
bright, sun
cattle, sheep
wool, sheep
steam, air
aunt, sister
thief, steal
snow, winter
snow, cold
snow, white
bright, sun
borrow, beg
bright, sun
cloud, sun
snow, white
snow, cold
bush, tree
island, sun
queen, king
sharp, smart
fool, stupid
fool, dumb
sea, ocean
sea, water
river, water
river, stream
sharp, edge
sharp, wind
wave, ocean
sea, water
sea, ocean
river, fish
sheep, wool
grandmother, old woman
sea, change
sea, wet
broad, wide
grandmother, woman
queen, king
broad, wide
sea, ocean
sea, salt
sea, water
sheep, dog
sheep, cloud
sheep, wool
wave, sea
sheep, goat
sheep, wool
sheep, wool
grandmother, grandfather
grandmother, sweet
sheep, lamb
sheep, wool
sheep, wool
wave, ocean
wave, sea
wave, sea
moon, sky
stab, sharp
deer, hunt
pig, dog
my, i
gentle, soft
hen, chicken
waist, belt
swim, water
sky, blue
immediately, now
immediately, soon
immediately, hurry
nest, bird
journey, path
dull, blunt
snail, shell
strength, strong
strength, power
arrive, home
embrace, hold
roof, top
smile, happy
bitter, sour
autumn, winter
wealth, rich
wealth, money
murder, kill
insect, bug
insect, cockroach
worship, church
skirt, color
cloth, coat
joy, happiness
chew, eat
wrist, hand
wrist, bracelet
hunt, animal
hunt, shoot
bay, sea
army, soldier
chest, breast
frog, toad
rough, raw
path, road
path, line
drag, pull
hole, empty
cone, pine
squeeze, narrow
fault, mistake
length, tall
length, height
oven, bake
weather, sun
brain, clever
clothes, shirt
clothes, skirt
shelf, wood
pocket, pouch
store, shop
refuse, no
belt, strap
roof, top
chop, cut
breath, wind
prison, prisoner
tired, rest
nose, face
thirst, drink
afterwards, drink
split, divide
burn, fire
third, second
fifty, forty
rotten, evil
third, second
wheel, round
wheel, bicycle
toe, foot
uncle, man
rice, eat
rice, meal
rotten, bad
breakfast, meal
feather, bird
winter, cold
winter, snow
wolf, fox
plain, field
chain, necklace
slap, hit
ice, cold
canoe, boat
canoe, water
wheel, round
wheel, roll
shoulder, arm
sugar, sweet
bull, meat
bicycle, wheel
wound, cut
wound, bruise
hook, pin
connect, join
spoon, fork
dirt, mud
outside, green
finger, hand
mill, flour
mill, grind
punishment, bad
punishment, crime
coin, money
wire, copper
thirsty, dry
thirsty, drink
storm, sky
scratch, itch
battle, fight
battle, war
pain, wound
salt, white
flesh, meat
tide, sea
yard, fence
purple, brown
root, tree
root, ancestors
cough, medicine
stream, river
apple, tree
apple, fruit
zero, nothing
